date,source,content,link
2025-08-03,PTT_Comment,[→] 父親節6點吃飯那批,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 要不要載人到義享，駕駛自己開車去停龍華市場對面全聯,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 樓上的停車場?,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 還不如停好市多,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 生意太好，沒在怕沒客人啊，不爽不要去,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 假日要去義享 就是停遠一點也不要直接停它的停車場,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[噓] 你要順著小孩的意就是自己受委屈啊,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 你就放人下車，自己過去好市多旁邊的停車場，那塊也是義享,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 的，一樣可以消費折抵,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 原PO有說不想停外面讓鞋子弄髒,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 看來義享一點都不想改進停車場的問題，自從去年遇到和,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 原po一模一樣的狀況之後就再也沒去了。打進客服投訴還,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 說會再改進根本放屁,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 去義享 好市多還是搭乘大眾運輸工具吧,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 去好市多買大包小包 搭大眾運輸很辛苦,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 去義享 不如去巨蛋,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 義享那出口的狀況想改善還真的很難啊，紅綠燈加可能排隊,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 的回堵回來造成的出不去都是無解,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,"[推] 等到八點,真的有耐心",https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[噓] 有輕軌在大順路，怎麼可能塞,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 孝子,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 昨天大約是晚上7點也有去，我們有跟著排,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 大概排30分左右就進到到B3了,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 裡面空位還不少 繞個幾排就有位置,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 不懂保全為何要在新順路就擋車,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 就算只是路過也不能嗎,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 那出口和好市多交會真的是搞人,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 多幾個出口車流分散，入口就維持應該有用,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 動線設計跟出入口都有問題 假日塞爆正常,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 為什麼要改善，商人想法就是有人願意來就不用改善啊,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[噓] 自己要等的還怪東怪西,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 原po 只是好心分享經驗，某些推文就在檢討受害者是在..,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 真的不缺客人,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 就是故意的，應該想看去的人多奴,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 中午12點騎車去吃飯就看到在拉三角錐擋汽車了，3點多出來,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 連機車都在排隊,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 最納悶的是新順路不知道為什麼有義交把路口封起來，馬路義,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 享開的？,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 這哪叫檢討受害者 義享都把入口封起來了你要等多久不就是,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 自願的嗎？,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[→] 還是義享有義務要開放入口讓你進去停車,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-08-03,PTT_Comment,[推] 之前堵車2～3小時出不去 有上新聞有差吧,https://www.ptt.cc/bbs/Kaohsiung/M.1754159440.A.0F3.html
2025-06-20,PTT_Post,[標題] [交換] 吉伊卡哇提燈/舒芙蕾換義享來店禮雨,https://www.ptt.cc/bbs/Kaohsiung/M.1750416638.A.BC0.html
2025-06-20,PTT_Comment,[推] !!!!!!,https://www.ptt.cc/bbs/Kaohsiung/M.1750416638.A.BC0.html
2025-06-20,PTT_Comment,[推] ??????,https://www.ptt.cc/bbs/Kaohsiung/M.1750416638.A.BC0.html
2025-05-23,PTT_Post,[標題] [問題] 義享Lady M目前排隊情況,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[推] 1小時起跳吧,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[推] 大約1小時,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 過一個月就不用排了,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[推] 假日傍晚去，排10分鐘,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[噓] 高雄沒人要吃,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[噓] 故意手腳慢吞吞讓人排隊 google評論也有人看出來了,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 台中lalaport根本沒人要吃，真的是拿到高雄大便變黃,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 平日經過 沒什麼人排 還動作超慢,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[推] 建議您多走兩步去萬豪買 更便宜更好吃,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 他有那個跟choya聯名的梅酒口味嗎？,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[推] 下午去排 沒什麼人 然後動作真的超慢 不知道在堅持什麼,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 台中根本不用排隊,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[推] https://i.imgur.com/8k1rAWJ.jpeg,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 沒有,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 放一張背面照說沒有是想表示？,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 沒有限定口味嗎,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] https://i.imgur.com/ZbMKqWf.jpeg,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 貼錯，前天下午四點沒有人，至少還有四種口味,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,"[→] ladyM至少比很多店家優質,但價格見仁見智,坐高鐵到臺中la",https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,"[→] la,說不定比排隊快",https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[推] 週五晚上也大概排四個人而已,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 我禮拜三去好市多買完來吃壽司郎順便買 前面只有三個,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 人 不過看到價位真的讓我先倒抽一口氣,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 之前晚上去買都沒了,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2025-05-23,PTT_Comment,[→] 假日就算開店排第一個也要至少一小時，有夠蠢的,https://www.ptt.cc/bbs/Kaohsiung/M.1747997831.A.2E4.html
2024-12-02,PTT_Post,[標題] [問題] 義享旭集晚餐的螃蟹,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[推] 上星期去晚餐有雪蟹、花蟹、沒有麵包蟹,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[推] 真假縮水？,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[推] 12/2晚餐沒有麵包蟹，說缺貨中,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[推] 11月中去台北的旭集就沒有麵包蟹了,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[推] 紅蟳、花蟹有蛋。沒有麵包蟹,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[推] .....沒麵包蟹黃有差的說,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[→] 真假...沒麵包蟹喔，禮拜四才要去吃而已，很期待麵包蟹耶,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[推] 吃秘町吧，麵包蟹膏也很飽滿,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[推] 上次去說廠商現在沒貨出,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[→] 感謝大家回覆QQ,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-12-02,PTT_Comment,[→] 12/5午餐確定沒有麵包蟹，但有鱈場蟹腳,https://www.ptt.cc/bbs/Kaohsiung/M.1733148698.A.906.html
2024-09-23,PTT_Post,[標題] [新聞] 高雄義享天地「停車場塞2小時」！,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 單純紅燈太久的事變月經文,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 推給素質問題，結案,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 交通局點開google map的技巧算是「不錯」,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 已經變週經文了 每個週末都會發生,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[噓] 叫人家不要開車去的百貨公司乾脆不要開算了,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 週經文又來囉,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 應該都是外地人吧，這版說高雄人都搭捷運跟輕軌,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 高雄市交通局… 這個單位還有人期待嗎,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 開車去又不要塞車，四輪仔智商真的很可愛,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 高雄經濟太好了，百貨公司人擠人,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 千萬別使用私人載具行經輕軌週邊，那裡太過尊爵不凡,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 放假下雨不塞才是新聞（？,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 以前好市多主要走大順路義享設計走龍德新路沒毛病，,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 只是計畫趕不上變化...,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,"[推] 義享出口是長斜坡, 每台車都自然保持一段距離, 不",https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,"[→] 敢貼太近, 導致綠燈時, 出車速度快不起來, 這是新聞",https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 中看不見的,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 為啥紅綠燈不調整？,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 去過一次 被關過以後  再也沒去過 寧願繞遠去夢時代,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 會塞表示大多數人還是無感 那就...繼續塞巴,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 說不定就是愛那個塞在車陣裡的FU,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 不過是不是表示義享生意越來越好,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 還有高雄人敢下雨天 去停義享天地停車場？,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 已經在塞的時候 可以開放從入口那邊出去阿,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 私人百貨動線問題，推給交通局 呵呵,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[噓] 發一篇新聞，然後不管新聞內容寫了什麼，反正心得一,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 定是高雄市政府要負責,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 這種商場建造的時候要有交通規劃耶，不知道黨粉是不,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 是無知不知道呢,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 車位這麼多結果出口只有一個，不塞才怪,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 一堆護航交通局，高雄板真暖，不能批評黨，是你們,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 業者和民眾要改善，懂不懂趨吉避凶，笑）,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[噓] 等富邦凹子底蓋好，這邊就沒人要去了，再忍一下,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 每週任務（1/1）,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 不是都說輕軌是好建設?幹嘛不搭輕軌要開車?,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 義大世界找兩個小時 自己沒記位置也是問題吧,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 義享的規劃問題 交通局花納稅錢幫它改嗎？,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 大順路不要蓋輕軌就不會塞了吧,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 有沒有見過以為是buff結果蓋好是debuff的大眾運輸,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 下大雨誰想要搭輕軌去逛百貨公司啊,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 外地人自己愛開車去塞 我們高雄市民都搭暖暖輕軌,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[噓] 私人百貨造成的，要交通局解決？,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 感覺入口跟出口調換應該就好了吧,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 交通局當初在審建物的交通評估時有問題吧,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[噓] 叫你搭輕軌聽不懂？發這種新聞居心何在,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 根本不是新聞了啊,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 明知老問題會塞 開去被塞不是預期中？,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 當初要蓋輕軌時 百貨公司是怎麼講的，被摸完頭又是,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 如何改口的，交通會打結根本是自找的. ...哈哈,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[噓] 台灣交通單位不要製造問題就萬幸了還期待他們解決?,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 領域展開 別想逃,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 軌仔大勝利,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 星期日下午1530左右離開好市多 ，繳完飛到離場 花,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 不到10分鐘,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 每週任務(1/1),https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 那個出口大斜坡是個問題，紅綠燈秒數更是個大問題！,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 有一天平日去塞了20分鐘，嚇到了,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 不是輕軌的問題！ 不是輕軌的問題！ 只是紅燈的秒,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 數太長 是紅燈的問題！,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 雖然我深綠，但我也覺得交通局是個扯後腿的單位，,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 有些路段平常好好的，假日的紅綠燈卻常常不同步到,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 擾民的程度，螺絲有夠鬆的,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 業績不好就沒有這個煩惱了,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 那個動線真的很爛，去吃一次飯後，以後看到是挑那,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 邊聚餐都直接婉拒前往。,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 宴會廳散場時的車潮也是直接塞爆,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 就已經知道假日+下雨那邊會塞還要開車去，難怪黑龍,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 會說要當聰明用路人，因為真的很多XX用路人,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 坐在車內大概無感 去問導引的那個長斜坡是不是問題,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 有輕軌自己不搭被塞活該,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 龍德新路的號誌距離太短，好市多跟義大之間的車容量,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 太小啊，一個紅燈能塞個十台已經很厲害了,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 然後直行的燈號比較長，匯入的燈號時間比較短，所以,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 就堵在支線，不像好市多還有大順路出口可以疏散一,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 樓停車場,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 好市多又沒問題,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,"[推] 影片有人崩潰長按喇叭是有屁用,修正腦袋比較實際",https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 好市多只有B1走龍德新路，1樓停車場出口在大順路,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[推] 義享設計爛怪交通局幹嘛？覺得不爽就不要去啊,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] https://i.imgur.com/j2678lE.jpeg,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 三個路口紅綠燈都是同一個時相的,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 往右博愛路方向走不通，可以左轉走自由路替代,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[噓] 智障 梅花燈 狗官還沾沾自喜,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 反觀義享轉出來一定會碰到紅綠燈，然後就塞在區間了,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
2024-09-23,PTT_Comment,[→] 沒想過高雄這麼多百貨跟大賣場就義享有問題，不是他,https://www.ptt.cc/bbs/Kaohsiung/M.1727065563.A.148.html
